Iteration,0,1,2
2601,0.008726112898002892,6.367672032584136e-08,0.001620816600381802
2624,0.008571250024985997,0.00017967620212520758,3.3014717741883476e-08
2664,8.21769055740624e-08,0.006785603267700836,0.008001087416435104
2720,0.006385339357666667,3.8640215401149884e-07,0.001296553929513684
2743,0.0062105478258994845,0.00020860872207109987,1.0331536411772689e-07
2778,1.8701921033061248e-07,0.004977501363209883,0.00578088734370627
2830,0.004675383720955106,7.156174751380776e-07,0.0010233027145852597
2861,0.004508217555648389,0.00019850470050176045,3.27138505046292e-07
2891,9.83934292573552e-07,0.0036533418416382353,0.004183042473819388
2942,0.0034281242371978038,2.864385350961877e-07,0.0007987053762663074
2964,0.003276762209021338,0.00017986982900566303,8.22531145105684e-07
2994,9.042283033334845e-07,0.002686374638079395,0.0030417689820228223
3047,0.002522092233495268,7.698645406129975e-07,0.0006249756580609907
3061,0.0023893336283655887,0.00015909996676046232,2.455184596724872e-07
3091,8.713754203644695e-07,0.001984504997224153,0.002210338476229994
3143,0.0018565124786711564,4.94750585929494e-07,0.0004894762828492981
3155,0.001745467600676479,0.0001376968634753644,4.7678568858168373e-07
3188,8.611696517161644e-07,0.0014738419863602199,0.0016196050620616578
3235,0.0013761859972686835,9.238733400527473e-07,0.0003763149558295746
3248,0.0012778755804563552,0.00011774441357300164,1.2204772793723798e-07
3279,8.61795474935009e-07,0.0011028097709423425,0.0011906069199016595
3324,0.0010241622472818778,1.9384864581998895e-07,0.00029629508987315294
3336,0.0009440332065086742,9.84866803106239e-05,2.8309497812295767e-07
3369,7.861755208409757e-07,0.0008259955061488787,0.0008831242888813529
3413,0.0007598511355952962,7.846363233960529e-07,0.000233329920806753
3426,0.0006976746999140149,7.98845155735725e-05,9.655118984693868e-07
3452,9.963535504223952e-07,0.0006189670724905719,0.0006417572614665166
3499,0.000576305246317484,1.6826306121721732e-07,0.00018191917293794988
3511,0.0005238769564132052,6.53796496626425e-05,6.193377260950274e-07
3540,8.055243807511063e-07,0.00046933293102989883,0.00047579401065800056
3585,0.0004281281977708726,3.9971704350765644e-07,0.00014014350082106603
3608,0.00038397043918592273,5.700133800107743e-05,3.3468331142212e-08
3637,1.75366893540449e-07,0.0003580943084724875,0.00035774214732182074
3683,0.00032808979554887146,1.281101313863177e-07,0.00011104181948671706
3695,0.00029106732311391914,4.3452358896643046e-05,6.973616306789411e-07
3717,3.6072067059599156e-07,0.0002694368873077312,0.0002589691955020612
3753,0.0002446418536428716,8.328926659054781e-07,7.817228857949308e-05
3770,0.00021983893743240002,3.632473270817475e-05,6.659979271383144e-07
3792,7.805924094810386e-07,0.00020668548682389556,0.00020052542554025067
3830,0.00018385245524090907,1.1611750053367558e-07,6.817498817093111e-05
3849,0.0001636315137561283,2.9018905424889105e-05,5.373579524381986e-07
3876,7.336690607478668e-07,0.00016088895558912658,0.00015271863356630344
3910,0.00014494815558603987,9.452652789659381e-07,4.4608740577139303e-05
3920,0.0001243764388579739,2.2908663736412316e-05,6.975071264564569e-08
3948,9.665899591952062e-07,0.00012506897620597921,0.00011781917351719466
3981,0.00010989882682549083,2.992346006415797e-07,3.753821693197426e-05
3992,9.641460652286732e-05,1.6692317775097894e-05,6.556494921011686e-07
4018,4.6000470848935446e-07,9.706935764537949e-05,9.427748094689726e-05
4048,8.590886962457141e-05,2.601750971914327e-07,2.7690103972881243e-05
4062,7.47099378545895e-05,1.2864594652519889e-05,7.95716208982491e-07
4084,4.1211736345147865e-07,7.564675962775317e-05,6.789073558215426e-05
4114,6.469648550515644e-05,7.205311958825503e-07,2.5023109148233045e-05
4117,6.337411463732885e-05,8.450886196718946e-06,1.1033064712789838e-07
4136,2.931228230279712e-07,5.8242800799826043e-05,5.0869197808520645e-05
4168,5.291584542403268e-05,5.999647667601101e-07,2.0524218628563192e-05
4174,5.074253093190453e-05,5.689698564710424e-06,3.2070812540013116e-07
4192,5.2714152393222744e-08,4.500984685537293e-05,3.9000989411173155e-05
4219,4.2136598248403423e-05,9.157525517468903e-07,1.2130653800246798e-05
4223,3.9104085425243936e-05,5.2125250251021345e-06,2.158724200684678e-09
4234,8.164465111943437e-07,3.5796837813406156e-05,3.267611341909857e-05
4265,3.519003032330314e-05,7.802153991118851e-07,1.5810512432162257e-05
4267,2.9846529069500333e-05,5.576085934570982e-06,9.440416597527672e-07
4286,6.20208929061831e-07,3.136016257250881e-05,2.973274907251014e-05
4313,2.881974937958807e-05,4.82535895709041e-07,6.721440163745704e-06
4319,2.273499550281962e-05,5.154741970949469e-06,4.4842661896998345e-07
4336,4.7054925265678355e-07,2.4337053708511052e-05,1.751536460947697e-05
4360,2.1972555117185342e-05,6.294355000293262e-07,3.934476038848428e-06
4362,2.0595419606915412e-05,2.116553626564531e-06,3.100381959992326e-07
4382,4.6656061147023725e-08,2.0784616694124193e-05,2.0687489158595276e-05
4403,1.9140821255216965e-05,6.759190557257509e-07,3.2745016102795834e-06
4407,1.539665855133546e-05,1.573341661511418e-06,7.554873555739242e-07
4424,8.475407769809659e-07,1.7441747618240896e-05,1.4611389091171423e-05
4444,1.4107980466880967e-05,9.046912641060297e-07,1.5479729026229288e-06
4449,1.3860657853261397e-05,1.3585628912056782e-06,9.524960941691415e-07
4464,6.634431254044061e-07,1.4030027030468045e-05,1.2736699850537655e-05
4485,1.1396794562207195e-05,9.874658934243107e-07,2.9571447591182033e-06
4493,1.0981204763297034e-05,9.992345089207211e-07,7.270526190411389e-07
4508,7.671100935655996e-07,1.119876056410249e-05,1.3960150033360134e-05
4524,1.0848626511087243e-05,2.232849061312528e-07,2.3684184768200676e-07
4524,1.0848626511087243e-05,2.232849061312528e-07,2.3684184768200676e-07
4529,1.3552438949642827e-07,7.996432373830979e-06,7.832527787325436e-06
4537,8.751774729954212e-06,7.187633160269398e-07,1.7363462052737024e-06
4538,7.471094457374408e-06,2.8247502160121747e-06,9.035851589366648e-07
4542,8.58005309564236e-08,5.950801983290699e-06,3.280672019146389e-06
4555,7.856574636139368e-06,8.504800723801987e-07,3.4429562827379366e-07
4555,7.856574636139368e-06,8.504800723801987e-07,3.4429562827379366e-07
4565,4.4577089930958295e-07,8.004598658529887e-06,7.47239083721609e-06
4577,7.783799929909951e-06,8.4429100018205e-07,8.642236509674165e-07
4577,7.783799929909951e-06,8.4429100018205e-07,8.642236509674165e-07
4581,7.451375490645262e-07,5.5272947541827506e-06,1.4124883008302921e-06
4595,7.251415336200794e-06,3.390810998489589e-08,4.97112679418982e-06
4609,4.190773403073271e-06,9.058428626434825e-07,9.739122453615545e-07
4619,9.633793477718604e-07,4.551280794260183e-06,4.940850182056741e-06
4628,4.669904905705982e-06,9.206830307932983e-07,1.4890459875586681e-06
4635,4.752876296383377e-06,1.128687462541169e-06,1.8418906669421094e-08
4638,4.1916517460028037e-07,3.7693818649082672e-06,4.066497582571552e-07
4642,4.853450626028838e-06,8.128128997069304e-07,1.78565524162414e-06
4645,5.007070840422773e-06,1.3204917992447518e-06,3.787894773272461e-07
4646,2.1602570512892286e-07,2.859222818414816e-06,1.1727647280542122e-06
4647,4.664325485733186e-06,5.101850453035203e-07,1.486625761714029e-07
4647,4.664325485733186e-06,5.101850453035203e-07,1.486625761714029e-07
4650,7.001869907997631e-07,2.8050661202564697e-06,4.523105730896808e-06
4662,4.358450133027008e-06,8.67000468788878e-07,2.989966418289903e-07
4662,4.358450133027008e-06,8.67000468788878e-07,2.989966418289903e-07
4668,4.464019797999463e-08,5.125925591431129e-06,3.3161015126780942e-06
4677,4.115926483712051e-06,6.535069156250203e-08,6.809191168496794e-06
4682,5.0850812776331635e-06,4.319727839909676e-08,8.912403626769985e-07
4690,8.917325864883022e-07,3.2022974088170456e-06,9.167158558001606e-07
4692,6.361375290273914e-08,4.507611183749299e-07,3.0745750313094433e-07
