,Initial_Stress,Final_Stress,Initial_s0,Final_s0
0,0.2826305478269877,0.05817239756697706,5.0,5.306684309619065
1,0.3123426196285015,0.07017332766473161,5.0,5.284547716773682
2,0.23490895877163265,0.05014986607401423,5.0,5.3426082999246205
3,0.21408702611737462,0.04656587348169275,5.0,5.274170333524797
4,0.08202321085483022,0.017557271079315206,5.0,5.273718221058905
5,0.3863922367905608,0.08158337685599665,5.0,5.311864344953747
6,0.25515867602211184,0.061019642518702205,5.0,5.271022058012145
7,0.2787404094866721,0.05991276375116489,5.0,5.315124540916818
8,0.34615604590054305,0.07865114656577299,5.0,5.319055795560503
9,0.22948110648449194,0.048165542480444745,5.0,5.3070924543121745
10,0.22414277254066772,0.050248708344868,5.0,5.2801271218910095
11,0.15309950374647974,0.03161337630234379,5.0,5.30136230724219
12,0.4096732018800848,0.09238713743660143,5.0,5.289842429548894
13,0.23086295508754384,0.04895631189406163,5.0,5.29191140683186
14,0.19590495718959655,0.04392418986927926,5.0,5.309235569249022
15,0.14008843299594043,0.03465097267155698,5.0,5.280754917963062
16,0.20937027724624735,0.04495779400789379,5.0,5.290619654792508
17,0.3521897268608558,0.079801805460399,5.0,5.3032020267109825
18,0.1307251543489043,0.030439196437784144,5.0,5.257173813745801
19,0.2238607779213324,0.05002959026674783,5.0,5.2666090478138194
20,0.13545782951123342,0.02975049919819517,5.0,5.316903988469868
21,0.21292781984906894,0.04007388536974854,5.0,5.328139950023134
22,0.3861351415972698,0.08746666410244563,5.0,5.27934905045135
23,0.26067698009877804,0.056944228688220855,5.0,5.277186542696883
24,0.16673664232380903,0.037989101017832705,5.0,5.288536275158755
25,0.2980213663721807,0.06741050506948232,5.0,5.288275744969431
26,0.17063946263033491,0.03515644893492642,5.0,5.294836933012634
27,0.36085066268508914,0.0632627973649651,5.0,5.2861149552817555
28,0.2484966212354387,0.05548000189829816,5.0,5.28892431187284
29,0.18772584344215582,0.038759827391253665,5.0,5.3242333894092475
30,0.2481567416393422,0.051282913933110685,5.0,5.306411279511991
31,0.13511683426664822,0.027974194306813527,5.0,5.283202865141012
32,0.2652321135336766,0.06458383247501215,5.0,5.2857818834519055
33,0.08300671879011534,0.017046198459378603,5.0,5.273881819340076
34,0.2664068320197215,0.060043006971719215,5.0,5.2913877663885245
35,0.210527984307729,0.04882704321603765,5.0,5.27327278858202
36,0.26252499795306394,0.05490053458460514,5.0,5.343120860315587
37,0.2009480920051876,0.0456863477217182,5.0,5.311318110817611
38,0.075525135582303,0.014602928800719284,5.0,5.294501012808457
39,0.22193116864535845,0.043036919338524104,5.0,5.330540211667856
40,0.27719313806402646,0.061416969158441415,5.0,5.31496265629011
41,0.21465821729208567,0.048584290031064736,5.0,5.276047454552426
42,0.16128510797775952,0.03362567969743152,5.0,5.288113866283206
43,0.18214890729112088,0.04585697937955843,5.0,5.0
44,0.11310308999760887,0.026552879514352035,5.0,5.278462767066694
45,0.24831470263994637,0.05426550388417328,5.0,5.294791878376586
46,0.20184437217881546,0.040147426029218114,5.0,5.3312879093870436
47,0.2095996937966953,0.044122266374464536,5.0,5.321521168289731
48,0.17066760332342534,0.03560677736054979,5.0,5.3070930780306025
49,0.25964436312172157,0.05812721699400719,5.0,5.273142052110833
50,0.17298357326006952,0.03595814403402592,5.0,5.291575618075317
