,Initial_Stress,Final_Stress,Initial_s0,Final_s0
0,0.2826305478269877,0.2983460036083525,5.0,4.978702215411168
1,0.3123426196285015,0.33014963935961417,5.0,4.979860661312392
2,0.23490895877163265,0.24838947569254466,5.0,4.973234053578635
3,0.21408702611737462,0.22591971999726046,5.0,4.980450813215267
4,0.08202321085483022,0.08667373086775365,5.0,4.980827148311171
5,0.3863922367905608,0.40749159491190157,5.0,4.98247949537598
6,0.25515867602211184,0.26988726263456564,5.0,4.976684975274397
7,0.2787404094866721,0.29433470793246497,5.0,4.977358979927873
8,0.34615604590054305,0.365691951573454,5.0,4.977004350055374
9,0.22948110648449194,0.24221634852674012,5.0,4.9780189052428
10,0.22414277254066772,0.2365844587796515,5.0,4.980395722857889
11,0.15309950374647974,0.1618132173600495,5.0,4.97782700300907
12,0.4096732018800848,0.43225042812134307,5.0,4.979544812473744
13,0.23086295508754384,0.24377727903331725,5.0,4.979434481837748
14,0.19590495718959655,0.20727682396593905,5.0,4.978755931463654
15,0.14008843299594043,0.14771261710208505,5.0,4.979763697193498
16,0.20937027724624735,0.22106376093277613,5.0,4.979081674047752
17,0.3521897268608558,0.37173130979144253,5.0,4.978492934503986
18,0.1307251543489043,0.13788291634108907,5.0,4.98129282468561
19,0.2238607779213324,0.2363938479295673,5.0,4.9802194291884305
20,0.13545782951123342,0.14292946990171695,5.0,4.977084772632079
21,0.21292781984906894,0.22481659555319644,5.0,4.976044367344565
22,0.3861351415972698,0.40704000141608154,5.0,4.9808078940114076
23,0.26067698009877804,0.2749894149931078,5.0,4.980255704434491
24,0.16673664232380903,0.17602312173365964,5.0,4.978922517260296
25,0.2980213663721807,0.3143185284375569,5.0,4.981274481201972
26,0.17063946263033491,0.18011068747840664,5.0,4.978455255745962
27,0.36085066268508914,0.3807950732702703,5.0,4.977929067919709
28,0.2484966212354387,0.2622055540132491,5.0,4.9796551551013835
29,0.18772584344215582,0.19832575829898258,5.0,4.977042606500719
30,0.2481567416393422,0.2621388809915599,5.0,4.977893899609507
31,0.13511683426664822,0.14258032161349488,5.0,4.981251667013282
32,0.2652321135336766,0.2797362609045646,5.0,4.980909560388129
33,0.08300671879011534,0.08762492582213799,5.0,4.979900900412151
34,0.2664068320197215,0.28130397891123216,5.0,4.978955223027874
35,0.210527984307729,0.22207090221699022,5.0,4.980814341680508
36,0.26252499795306394,0.27735327231983997,5.0,4.975428071362016
37,0.2009480920051876,0.21206939140653613,5.0,4.97677961472597
38,0.075525135582303,0.07973457974822162,5.0,4.978962108864122
39,0.22193116864535845,0.23465740567709825,5.0,4.9758287764630715
40,0.27719313806402646,0.29274939680594914,5.0,4.977400245371149
41,0.21465821729208567,0.22650490137575874,5.0,4.980308606561765
42,0.16128510797775952,0.17034198717187743,5.0,4.979143928854937
43,0.18214890729112088,0.19205072217633679,5.0,4.984753272583822
44,0.11310308999760887,0.1193979622599326,5.0,4.979518912050924
45,0.24831470263994637,0.26173449070149135,5.0,4.978562887110298
46,0.20184437217881546,0.2131379634737558,5.0,4.976575245543264
47,0.2095996937966953,0.22137530501930214,5.0,4.977491069390005
48,0.17066760332342534,0.1802287637760771,5.0,4.978062379291348
49,0.25964436312172157,0.27382474530649037,5.0,4.983890336873662
50,0.17298357326006952,0.18246751226314495,5.0,4.979592310818219
51,0.21351383161304893,0.22517798810059353,5.0,4.980109362433467
52,0.18910870470539098,0.19987097797589182,5.0,4.980012610976798
53,0.13261732740872723,0.1400069318985182,5.0,4.979250914871507
54,0.2626761056623699,0.27708830907004733,5.0,4.980240507614075
55,0.07098893453609834,0.07525940964260136,5.0,4.980441249135215
56,0.19707403237956767,0.20757356724862164,5.0,4.980312276667274
57,0.22387403296056774,0.2364321855449183,5.0,4.9760295813399225
58,0.21229314787383502,0.22386336319063127,5.0,4.981520304451621
59,0.1877176201951234,0.19823606557061035,5.0,4.978341481857864
60,0.2715108531522883,0.286500012363579,5.0,4.9799073525647675
61,0.19629984748363016,0.20724108370854077,5.0,4.978733141520921
62,0.25423758071380487,0.26847898555945404,5.0,4.9773003939882
63,0.27390287515453826,0.28916714130160015,5.0,4.976810605741244
64,0.07354433129081883,0.07765475410850486,5.0,4.977840576965624
65,0.12238580150180911,0.12942604749078335,5.0,4.978656661380212
66,0.29957894055570344,0.31610093267782413,5.0,4.979565983558905
67,0.16675996132069892,0.1760353179106975,5.0,4.978210479430389
68,0.2397352691082426,0.25309206721063027,5.0,4.98016751366805
69,0.14092625241736467,0.1488885370319628,5.0,4.978608740721766
70,0.27547166606619045,0.29082990994825364,5.0,4.9790204531628035
71,0.15413475100022023,0.16266301692241547,5.0,4.979309379515158
72,0.2660275678958346,0.2808567145848955,5.0,4.979176391302316
73,0.20926557927678613,0.22095078478192232,5.0,4.978473736469251
74,0.16477048920001613,0.17395583927925085,5.0,4.978803684781008
75,0.1735014591599422,0.18308883859461567,5.0,4.978881107040474
76,0.43415142500405146,0.4583895408457188,5.0,4.976990818828426
77,0.3366938397366852,0.3550886293828994,5.0,4.979905002462344
78,0.19108382611202246,0.20158623623155703,5.0,4.980878646082232
79,0.18467076577441666,0.194887725066913,5.0,4.980555823317285
80,0.281065108507655,0.29759827533851557,5.0,4.977005066844047
81,0.23061836192175922,0.2434304634411779,5.0,4.979616506854141
82,0.14917329710423566,0.1573445793506043,5.0,4.980548794840747
83,0.43202629322306496,0.4563214299625411,5.0,4.9787138342829085
84,0.224937461719231,0.23737906696941025,5.0,4.980937770880853
85,0.27471199102716426,0.2896135769344139,5.0,4.9816170584681
86,0.21646967912733284,0.22866243873080583,5.0,4.9766601971961055
87,0.06271780382241388,0.0661365069506652,5.0,4.98005033755053
