,mean,sem
0,0.24988269004103228,0.00035309392791907444
1,0.20059496237363242,0.00419490306013829
2,0.15105836930180572,0.003927475703285841
3,0.10291970676050566,0.0033530630916371214
4,0.06027308463677787,0.0030417103030340475
5,0.04183171156411982,0.008216112703455687
6,0.02687527318246588,0.006468520817281917
7,0.021124202805628926,0.005687250513216523
8,0.016071046436427774,0.004224370099319167
9,0.012908372032961735,0.003337308256946672
10,0.01250852077067641,0.0034210846777029793
11,0.011910999426919719,0.00346397378402574
12,0.021334677532170283,0.011187719283401228
13,0.024003663507253272,0.012148262631446107
14,0.023095310285181476,0.011760443641559695
15,0.0229351363131947,0.011349430288782362
16,0.02719066506121163,0.013420340167392297
17,0.02660541925441949,0.013113540059743186
18,0.02567118434533365,0.012320955880559425
19,0.02512091392348097,0.012377704984335578
20,0.029749955921659663,0.014103556542201627
21,0.029234182626882498,0.013931744546351014
22,0.028810763604987917,0.013815645487579157
23,0.02844251603626845,0.01373356111226144
24,0.027867654452693503,0.01345462197590604
25,0.028460218891352165,0.013320703758977601
26,0.027279513161249054,0.01339675677645339
27,0.02706965667231739,0.013451112457287728
28,0.025758184786085703,0.013583779486391747
29,0.029305859402545032,0.01542908278667311
30,0.02869624495668603,0.01508365075781584
31,0.032657293511993715,0.016647673755467426
32,0.035322052928023484,0.01931793939804516
33,0.03265434885807641,0.01710858803537572
34,0.03281286842893084,0.01748610572593041
35,0.03283232115282386,0.017730754564523114
36,0.032653092232551265,0.017790978770815803
37,0.03243052594319033,0.017807783248442916
38,0.03211070494750194,0.017733305489938372
39,0.03171041401972578,0.01757892158315961
40,0.03157882448546586,0.017667281522644206
41,0.03087496503182746,0.01721956557411425
42,0.03097720526391522,0.01751592036567393
43,0.030928505839894573,0.01767408971941441
44,0.03054013996634066,0.01750916817027434
45,0.030432617109212263,0.017601312433255363
46,0.030081165677367655,0.01746328246438641
47,0.029116124591307573,0.0167482309309953
48,0.029257914083912494,0.017062400775068123
49,0.029304516464564383,0.017286410570994268
50,0.028985551986130897,0.01716342378590747
51,0.028189105974559824,0.01658748747670432
52,0.028216967329040978,0.016782963478484573
53,0.027772087197936036,0.016532968208073456
54,0.029132712397722926,0.01798852852815644
55,0.029826851112229318,0.01881886284511498
56,0.03200034971716697,0.021080200348986992
57,0.032867959300355166,0.01973821837317993
58,0.033355731878791345,0.02038475075605142
59,0.03343857755453787,0.02064740596955259
60,0.03329224891404272,0.02068876734216317
61,0.03323091693861117,0.020810769284068716
62,0.032878333071880206,0.02064664388743955
63,0.03285771461983222,0.02079780398454606
64,0.032096548999749695,0.020237544771055167
65,0.030938311062576326,0.01929126976315209
66,0.03125880622784232,0.019757844467963425
67,0.0410072284068121,0.025489077127964978
68,0.04114627617931025,0.025807619450560943
69,0.041022578264582575,0.025863396154978416
70,0.06284030213744897,0.047518803474313254
71,0.03766225719009362,0.022959168187785116
72,0.039134796801099596,0.024556212389675536
73,0.03037567890519194,0.01635581508823113
74,0.029666885497287784,0.01584417864675534
75,0.030229926732275883,0.016519258892513603
76,0.02932571913435954,0.01582298700304975
77,0.02918057620908836,0.01582784012027774
78,0.029019142371662365,0.015824501250425407
79,0.028856527682353392,0.01581263626056651
80,0.028757382533856363,0.01585998631043802
81,0.028609357966138657,0.015858083712391714
82,0.02836554238199249,0.01576705403906097
83,0.02822808733677255,0.015776381060517226
84,0.02805649956545046,0.01574992352932613
85,0.02787561212782969,0.015708851770400573
86,0.02788402548926373,0.01585319159241961
87,0.027268255036149925,0.015398171148268521
88,0.02720893936390263,0.015465061202054214
89,0.027077685646122295,0.015473314091304518
90,0.026924716304814165,0.015449667557277398
91,0.026751764808948544,0.015411059898392886
92,0.0267710173560127,0.015554904665454158
93,0.026187299114396084,0.015113714315755417
94,0.026061853798251437,0.015118659882255145
95,0.03149901892190093,0.020510409658537305
96,0.025935051302731674,0.015230415234063913
97,0.02590087891886639,0.015315312452485508
98,0.025789409554473907,0.015329203114971057
99,0.025651774411257725,0.015309803947579269
100,0.025440367737105323,0.015219980882161248
101,0.02533386715014584,0.015227967584853078
102,0.025388476543852397,0.015390032531732357
103,0.024839655665808504,0.014970863182164526
104,0.024803536141450228,0.015043348011709035
105,0.02471335925138172,0.015060241142090638
106,0.024531666886064247,0.014989745029605296
107,0.024447041432240257,0.015011094690116073
108,0.024328429983537986,0.01500081717240596
109,0.02413363061206096,0.014913950552151419
110,0.024224583836375144,0.015100863405758993
111,0.02620419705742039,0.01713680087159398
112,0.023736925417108923,0.014821932912819444
113,0.023682395990562873,0.014868393196128428
114,0.02358472789896147,0.014871397005478341
115,0.023411606787840034,0.014796520287682717
116,0.023333926659029502,0.01481446513641122
117,0.02317022022755254,0.014749945387526995
118,0.02327217956729817,0.014939160027166047
119,0.022794693658844897,0.014565758570258014
120,0.022792972669991796,0.014651294263053536
121,0.022665652122006014,0.014619097043282974
122,0.022567807552031083,0.014607898789035418
123,0.022528598483865594,0.014658057820209748
