,mean,sem
0,0.16660458774616294,0.00015990482581323273
1,0.12458552212651497,0.0017963659739097001
2,0.08597046039544902,0.0024518451380199204
3,0.05748427737348837,0.0023884429869980195
4,0.038527053161337796,0.0020161495047900536
5,0.0263078000860731,0.0016516563159446802
6,0.018046720576525926,0.0018943771332478986
7,0.012835048673106583,0.0014653280314943357
8,0.014220849915386012,0.004128235623176558
9,0.012099790853429201,0.004195328164140701
10,0.010833645968470852,0.004217742017425264
11,0.010737355418803551,0.004413944809976688
12,0.010183503948186677,0.004332400826462997
13,0.010610860559506278,0.004475180005481747
14,0.010384286495002318,0.004343901492146548
15,0.01015541025146188,0.004211517241727929
16,0.009928280574090639,0.004079993339665612
17,0.009703414694229345,0.003950294638853325
18,0.009483398306147606,0.003822695220503824
19,0.009266501795685183,0.003697821513538435
20,0.009055412178231267,0.00357538911905776
21,0.008848957986000267,0.003455624416306643
22,0.008646374768272125,0.0033378100982796345
23,0.008852995017521478,0.003738432379538981
24,0.00921224193099351,0.003849197804942961
25,0.008919032415533483,0.0037222104611095495
26,0.00864189380065933,0.0035969882024018706
27,0.009014951366392819,0.00371246591243012
28,0.008796715255374602,0.0035712347741846946
29,0.009168877355417679,0.0034634075476390217
30,0.009201014386485858,0.003583108732526421
31,0.008987737850076082,0.003440099345646226
32,0.0087769003975006,0.0032997748538276255
33,0.00857008995103485,0.003162771358767667
34,0.008778035619886073,0.0030967463386550975
35,0.008576751156367564,0.0029697968703473413
36,0.008378229382626732,0.0028460036476200966
37,0.008183703060974748,0.0027248873610544277
38,0.007993322558086373,0.002606823777031947
39,0.007804702927918589,0.0024918802199410685
40,0.007622569463617698,0.002379916853920959
41,0.0074431022683997825,0.002271147561290782
42,0.007264993589518232,0.0021668535319060585
43,0.016642364687821192,0.01135132708432115
44,0.013273950293609093,0.008060016791332957
45,0.010450429485273072,0.005327410397200821
46,0.00823777513596352,0.0032428716069204657
47,0.006884171229874364,0.0020595236352723076
48,0.0064639097340907755,0.0017539130531132013
49,0.006396378266788991,0.0017366566164089498
50,0.0063102839639785245,0.001703446800855137
51,0.006634073727424482,0.0017773531603772269
52,0.006526608953505863,0.0017284720585531211
53,0.006417040116432765,0.001678486114863155
54,0.006309242946422244,0.0016299489647129404
55,0.006205690427943679,0.0015830060831698756
56,0.006105387456090296,0.0015385840692220465
57,0.006007121081518094,0.0014974150201992268
58,0.005912388097952786,0.0014593584713052036
59,0.005822216135613826,0.0014232081423094529
60,0.005733539038554549,0.0013905046535976125
61,0.00564840074325624,0.0013597755842757319
62,0.005568632792860778,0.0013312583679959702
63,0.006314541666650394,0.0014993511057607306
64,0.006765646626005535,0.0015805787989707266
65,0.016992783275752685,0.010103505283160072
66,0.017569638210962347,0.009724751334925844
67,0.017231325679962405,0.009483488288209288
68,0.019412237441924936,0.01055054372049305
69,0.01908254739753582,0.010305628673893714
70,0.01877547970108013,0.010073555410183746
71,0.018514706194314737,0.009887675137843152
72,0.018290646901666683,0.009731386851910228
73,0.018088229333762442,0.009598105939251962
74,0.017904349943821386,0.009476776614931704
75,0.01773212547021488,0.00936101945664693
76,0.01756841670729702,0.00925396373807479
77,0.017414174870125917,0.00915454228254579
78,0.018456565173829095,0.008864704317606524
79,0.018000911084473208,0.008816117253871006
80,0.021879135136579773,0.012648881080277929
81,0.021576257427704252,0.012383908860757211
82,0.021272283242471438,0.012130825971261267
83,0.02097731725481144,0.011885316080426983
84,0.020684237282937615,0.011645584800148193
85,0.020415024990149296,0.011430515278444665
86,0.020176381992630058,0.01124410691897105
87,0.01995238335450156,0.011068064512047938
88,0.019191674889246457,0.011016824044461217
89,0.020267953790785543,0.010742603905473259
